"","Source","Target","Type","weight","book"
"2551","Ramsay-Snow","Robb-Stark","Undirected",7,"all"
"2553","Ramsay-Snow","Roose-Bolton","Undirected",23,"all"
"2556","Ramsay-Snow","Stannis-Baratheon","Undirected",8,"all"
"2576","Renly-Baratheon","Robb-Stark","Undirected",25,"all"
"2577","Renly-Baratheon","Robert-Baratheon","Undirected",80,"all"
"2578","Renly-Baratheon","Sandor-Clegane","Undirected",7,"all"
"2579","Renly-Baratheon","Sansa-Stark","Undirected",16,"all"
"2580","Renly-Baratheon","Stannis-Baratheon","Undirected",110,"all"
"2582","Renly-Baratheon","Tyrion-Lannister","Undirected",23,"all"
"2589","Rhaegar-Targaryen","Robert-Baratheon","Undirected",48,"all"
"2590","Rhaegar-Targaryen","Sansa-Stark","Undirected",3,"all"
"2598","Rickon-Stark","Robb-Stark","Undirected",53,"all"
"2600","Rickon-Stark","Sansa-Stark","Undirected",20,"all"
"2602","Rickon-Stark","Tyrion-Lannister","Undirected",4,"all"
"2604","Robb-Stark","Robert-Baratheon","Undirected",9,"all"
"2609","Robb-Stark","Roose-Bolton","Undirected",24,"all"
"2612","Robb-Stark","Samwell-Tarly","Undirected",4,"all"
"2613","Robb-Stark","Sansa-Stark","Undirected",44,"all"
"2615","Robb-Stark","Stannis-Baratheon","Undirected",22,"all"
"2622","Robb-Stark","Tyrion-Lannister","Undirected",44,"all"
"2636","Robert-Baratheon","Sandor-Clegane","Undirected",14,"all"
"2637","Robert-Baratheon","Sansa-Stark","Undirected",35,"all"
"2638","Robert-Baratheon","Stannis-Baratheon","Undirected",68,"all"
"2642","Robert-Baratheon","Tyrion-Lannister","Undirected",42,"all"
"2667","Roose-Bolton","Stannis-Baratheon","Undirected",18,"all"
"2669","Roose-Bolton","Tyrion-Lannister","Undirected",6,"all"
"2690","Samwell-Tarly","Stannis-Baratheon","Undirected",37,"all"
"2693","Sandor-Clegane","Sansa-Stark","Undirected",53,"all"
"2698","Sandor-Clegane","Tyrion-Lannister","Undirected",25,"all"
"2699","Sansa-Stark","Shae","Undirected",8,"all"
"2700","Sansa-Stark","Stannis-Baratheon","Undirected",11,"all"
"2704","Sansa-Stark","Tyrion-Lannister","Undirected",118,"all"
"2721","Shae","Stannis-Baratheon","Undirected",3,"all"
"2724","Shae","Tyrion-Lannister","Undirected",68,"all"
"2750","Stannis-Baratheon","Tyrion-Lannister","Undirected",52,"all"
